Year,Title,Creator,TotalCheckouts
2019,At least in the city someone would hear me scream : misadventures in search of a simple life / Wade Rouse.,"Rouse, Wade",3
2019,Bad girls / M. William Phelps.,"Phelps, M. William",3
2019,Ballesteros on my mind : my hometown in the Philippines / written by Rey E. de la Cruz ; illustrated by Tenni Magcase.,"De la Cruz, Rey E. (Rey Edrozo), 1954-",3
2019,Breaking down the walls of heartache : how music came out / Martin Aston.,"Aston, Martin",3
2019,Corpus Christi / by Terrence McNally.,"McNally, Terrence",3
2019,"Crimson spell. Volume 2 / story and art by Ayano Yamane ; [translation, Adrienne Beck].","Yamane, Ayano",3
2019,Deflowered : my life in Pansy Division / by Jon Ginoli.,"Ginoli, Jon, 1959-",3
2019,Eating fire : my life as a Lesbian Avenger / Kelly Cogswell.,"Cogswell, Kelly",3
2019,Fading scars : my queer disability history / Corbett Joan OToole.,"O'Toole, Corbett Joan, 1951-",3
2019,Farm boys : lives of gay men from the rural Midwest / collected an edited by Will Fellows.,NA,3
2019,"Fashionably late : gay, bi & trans men who came out later in life / edited by Vinnie Kinsella.",NA,3
2019,Feeling backward : loss and the politics of queer history / Heather Love.,"Love, Heather",3
2019,"For colored boys who have considered suicide when the rainbow is still not enough : coming of age, coming out, and coming home / edited by Keith Boykin.",NA,3
2019,"Gay rights and the Mormon Church : intended actions, unintended consequences / Gregory A. Prince.","Prince, Gregory A., 1948-",3
2019,Geography of the heart : a memoir / Fenton Johnson.,"Johnson, Fenton",3
2019,"Glitter & grit : queer performance from the Heels on Wheels femme galaxy / edited by Damien Luxe, Heather María Ács, Sabina Ibarrola.",NA,3
2019,Gypsy boy : my life in the secret world of the Romany Gypsies / Mikey Walsh.,"Walsh, Mikey",3
2019,Gypsy boy on the run : my escape from a life among the Romany gypsies / Mikey Walsh.,"Walsh, Mikey",3
2019,Haruko : love poems / June Jordan.,"Jordan, June, 1936-2002",3
2019,Henry & Glenn forever & ever / [edited] by Tom Neely & friends ; [foreword by Rob Halford].,NA,3
2019,How poetry saved my life : a hustler's memoir / Amber Dawn.,"Dawn, Amber, 1974-",3
2019,"How to be happy : a memoir of love, sex and teenage confusion / by David Burton.","Burton, David, 1987-",3
2019,I am my own wife / by Doug Wright.,"Wright, Doug, 1962-",3
2019,I can give you anything but love / Gary Indiana.,"Indiana, Gary",3
2019,I left it on the mountain / Kevin Sessums.,"Sessums, Kevin",3
2019,"If memory serves : gay men, AIDS, and the promise of the queer past / Christopher Castiglia and Christopher Reed.","Castiglia, Christopher",3
2019,"Intense. 2, Soft sounds / story and art by Kyungha Yi ; translator, Jeong Lee.","Yi, Kyungha",3
2019,"Intense. 3, The dark light of the moon / story and art by Kyungha Yi ; translator, Jeong Lee.","Yi, Kyungha",3
2019,"Intense. 4, My intense lover / story and art by Kyungha Yi ; translator, Jeong Lee.","Yi, Kyungha",3
2019,"Irresistible revolution : confronting race, class and the assumptions of lesbian, gay, bisexual, and transgender politics / Urvashi Vaid.","Vaid, Urvashi",3
2019,"Journey to same-sex parenthood : firsthand advice, tips and stories from lesbian and gay couples / Eric Rosswood ; foreword by Melissa Gilbert ; introduction by Charlie Condou ; epilogue by Gabriel Blau.","Rosswood, Eric",3
2019,La estupenda guia para vivir la vida a tu manera / Pepe y Teo.,Pepe,3
2019,Lesbian plays / selected and introduced by Jill Davis.,NA,3
2019,Lost prophet : the life and times of Bayard Rustin / John D'Emilio.,"D'Emilio, John",3
2019,Love falls on us : a story of American ideas and African LGBT lives / Robbie Corey-Boulet.,"Corey-Boulet, Robbie",3
2019,Love stories : sex between men before homosexuality / Jonathan Ned Katz.,"Katz, Jonathan, 1938-",3
2019,Lucky Jim / James Hart ; foreward by Carl Bernstein.,"Hart, James (Executive)",3
2019,Man with a blue scarf : on sitting for a portrait by Lucian Freud / Martin Gayford.,"Gayford, Martin, 1952-",3
2019,"My life on the line : how the NFL damn near killed me, and ended up saving my life / Ryan O'Callaghan with Cyd Zeigler.","O'Callaghan, Ryan",3
2019,Nobody is supposed to know : black sexuality on the down low / C. Riley Snorton.,"Snorton, C. Riley",3
2019,"Not straight, not white : black gay men from the March on Washington to the AIDS crisis / Kevin J. Mumford.","Mumford, Kevin J.",3
2019,Our deep gossip : conversations with gay writers on poetry and desire / Christopher Hennessy.,"Hennessy, Christopher, 1973-",3
2019,Physical / Andrew McMillan.,"McMillan, Andrew, 1988-",3
2019,Poems of a penisist / Mutsuo Takahashi ; translated by Hiroaki Sato ; introduction by Burton Watson.,"Takahashi, Mutsuo, 1937-",3
2019,Pray the gay away : the extraordinary lives of Bible belt gays / Bernadette Barton.,"Barton, Bernadette",3
2019,Queer : la guía LGBT para adolescentes / Kathy Belge y Marke Bieschke.,"Belge, Kathy",3
2019,Queer America : a people's GLBT history of the 20th century / Vicki L. Eaklor.,"Eaklor, Vicki Lynn",3
2019,Queer aging : the gayby boomers and a new frontier for gerontology / Jesus Ramirez-Valles.,"Ramirez-Valles, Jesus",3
2019,Queer theory : an introduction / Annamarie Jagose.,"Jagose, Annamarie",3
2019,Radical love : an introduction to queer theology / Patrick S. Cheng.,"Cheng, Patrick S.",3
2019,Romaine Brooks : a life / Cassandra Langer.,"Langer, Cassandra L.",3
2019,"Single, gay, Christian : a personal journey of faith and sexual identity / Gregory Coles ; foreword by Wesley Hill.","Coles, Gregory, 1990-",3
2019,"Sista! : an anthology of writings by same gender loving women of African/Caribbean descent with a UK connection / [editors, Phyy Opuku-Gyimah, Rikki Beadle-Blair, John R. Gordon].",NA,3
2019,"Spartacus international hotel guide 2017 / editor in chief, Briand Bedford.",NA,3
2019,The complete works of Pat Parker / edited by Julie R. Enszer.,"Parker, Pat, 1944-1989,",3
2019,The estrangement principle / Ariel Goldberg.,"Goldberg, Ariel",3
2019,The ethics of opting out : queer theory's defiant subjects / Mari Ruti.,"Ruti, Mari",3
2019,"The gay couple's guide to wedding planning : everything gay men need to know to create a fun, romantic, and memorable ceremony / by David Toussaint ; photographs by Melanie Wesslock and Katje Hempel.","Toussaint, David",3
2019,The invisibles : vintage portraits of love and pride / Sebastien Lifshitz.,"Lifshitz, Sébastien, 1968-",3
2019,The kid : what happened after my boyfriend and I decided to go get pregnant / Dan Savage.,"Savage, Dan",3
2019,"The life and times of butch dykes : portraits of artists, leaders, and dreamers who changed the world / Eloisa Aquino.","Aquino, Eloisa",3
2019,The man who would marry Susan Sontag : and other intimate literary portraits of the Bohemian Era / Edward Field.,"Field, Edward, 1924-",3
2019,The other side of paradise : a memoir / Staceyann Chin.,"Chin, Staceyann, 1972-",3
2019,"Under the rainbow : an intimate memoir of Judy Garland, Rock Hudson and my life in old Hollywood / John Carlyle ; foreword by Robert Osborne ; edited and introduced by Chris Freeman.","Carlyle, John",3
2019,Unlimited intimacy : reflections on the subculture of barebacking / Tim Dean.,"Dean, Tim, 1964-",3
2019,Video games have always been queer / Bonnie Ruberg.,"Ruberg, Bonnie, 1985-",3
2019,"Violence against queer people : race, class, gender, and the persistence of anti-LGBT discrimination / Doug Meyer.","Meyer, Doug, 1980-",3
2019,Visions and revisions : coming of age in the age of AIDS / Dale Peck.,"Peck, Dale",3
2019,Welcome to my world / Johnny Weir.,"Weir, Johnny, 1984-",3
2019,What color is your hoodie? : essays on black gay identity / Jarrett Neal.,"Neal, Jarrett",3
2019,Whatever... love is love : questioning the labels we give ourselves / Maria Bello.,"Bello, Maria, 1967-",3
2019,"With the Nez Perces : Alice Fletcher in the field, 1889-92 / by E. Jane Gay ; edited, with an introd. by Frederick E. Hoxie and Joan T. Mark.","Gay, E. Jane, 1830-1919",3
2019,"Written on the body : letters from trans and non-binary survivors of sexual assault and domestic violence / edited by Lexie Bean ; foreword and additional pieces by Dean Spade, Nyala Moon, Alex Valdes, Sawyer DeVuyst and Ieshai Bailey.",NA,3
2019,'Don we now our gay apparel' : gay men's dress in the twentieth century / Shaun Cole.,"Cole, Shaun",2
2019,50 queers who changed the world : a celebration of LGBTQ+ icons / Dan Jones ; illustrated by Michele Rosenthal.,"Jones, Dan, 1977-",2
2019,"50 years of queer cinema : 500 of the best gay, lesbian, bisexual, transgendered, and queer questioning films ever made / Darwin Porter & Danforth Prince.","Porter, Darwin",2
2019,A family by any other name : exploring queer relationships / edited by Bruce Gillespie.,NA,2
2019,A view from the bottom : Asian American masculinity and sexual representation / Nguyen Tan Hoang.,"Nguyen, Tan Hoang",2
2019,"Aimée & Jaguar : a love story, Berlin 1943 / Erica Fischer ; translated from the German by Edna McCown ; with Allison Brown.","Fischer, Erica, 1943-",2
2019,And then I danced : traveling the road to LGBT equality / a memoir by Mark Segal.,"Segal, Mark, 1951-",2
2019,Anything but straight : unmasking the scandals and lies behind the ex-gay myth / Wayne R. Besen.,"Besen, Wayne R.",2
2019,"As you like it : the Gerald Kraak anthology : African perspectives on gender, social justice and sexuality.",NA,2
2019,Autobiography of my hungers / Rigoberto Gonzalez.,"González, Rigoberto",2
2019,Barbecue ; Bootycandy / Robert O'Hara.,"O'Hara, Robert, 1970-",2
2019,Before the closet : same-sex love from Beowulf to Angels in America / Allen J. Frantzen.,"Frantzen, Allen J., 1947-",2
2019,"Beyond gay or straight : understanding sexual orientation / Jan Clausen ; Martin B. Duberman, general editor.","Clausen, Jan, 1950-",2
2019,Big trips : more good gay travel writing / edited by Raphael Kadushin.,NA,2
2019,"Blood, marriage, wine and glitter : essays / by S. Bear Bergman.","Bergman, S. Bear, 1974-",2
2019,Blue windows : a christian science childhood / Barbara Wilson.,"Sjoholm, Barbara, 1950-",2
2019,"Body counts : a memoir of politics, sex, AIDS, and survival / Sean Strub.","Strub, Sean O'Brien",2
2019,"Butch queens up in pumps : gender, performance, and ballroom culture in Detroit / Marlon M. Bailey.","Bailey, Marlon M., 1969-",2
2019,Capsid : a love song / Joseph Osmundson.,"Osmundson, Joseph",2
2019,Coming out within : stages of spiritual awakening for lesbians and gay men / Craig O'Neill and Kathleen Ritter.,"O'Neill, Craig",2
2019,"Continual lessons : the journals of Glenway Wescott, 1937-1955 / edited by Robert Phelps with Jerry Rosco.","Wescott, Glenway, 1901-1987",2
2019,"Crimson spell. Volume 3 / story and art by Ayano Yamane ; [translation, Adrienne Beck].","Yamane, Ayano",2
2019,"Crimson spell. Volume 4 / story and art by Ayano Yamane ; [translation, Adrienne Beck].","Yamane, Ayano",2
2019,Cruise control : understanding sex addiction in gay Men / Robert Weiss.,"Weiss, Robert, 1961-",2
2019,Deviant propulsions / CA Conrad.,"Conrad, C. A.",2
2019,Diary of a drag queen / Daniel Harris.,"Harris, Daniel, 1957-",2
2019,Does this baby make me look straight? : confessions of a gay dad / Dan Bucatinsky.,"Bucatinsky, Dan, 1970-",2
2019,Don't tell me to wait : how the fight for gay rights changed America and transformed Obama's presidency / Kerry Eleveld.,"Eleveld, Kerry",2
2019,Dreadful : the short life and gay times of John Horne Burns / David Margolick.,"Margolick, David",2
2019,Eminent outlaws : the gay writers who changed America / Christopher Bram.,"Bram, Christopher",2
2019,Everybody's talking about Jamie / book & lyrics by Tom MacRae ; music by Dan Gillespie Sells ; from an idea by Jonathan Butterell.,"MacRae, Tom",2
2019,Everywhere home : a life in essays / Fenton Johnson.,"Johnson, Fenton",2
2019,"Family pride : what LGBT families should know about navigating home, school, and safety in their neighborhoods / Michael Shelton ; foreword by Elizabeth Castellana.","Shelton, Michael, 1965-",2
2019,Forbidden acts : pioneering gay & lesbian plays of the twentieth century / edited and with an introduction by Ben Hodges.,NA,2
2019,From disgust to humanity : sexual orientation and constitutional law / Martha C. Nussbaum.,"Nussbaum, Martha Craven, 1947-",2
2019,Gay & lesbian poetry in our time : an anthology / edited by Carl Morse & Joan Larkin.,NA,2
2019,Gay in America / [portraits by] Scott Pasfield ; introduction by Terrence McNally & Tom Kirdahy.,"Pasfield, Scott",2
2019,Gay men and the new way forward / Raymond L. Rigoglioso ; foreword by Toby Johnson.,"Rigoglioso, Raymond L.",2
2019,Gay plays / edited and introduced by Michael Wilcox.,NA,2
2019,"Gay rebel of the Harlem renaissance : selections from the work of Richard Bruce Nugent / Richard Bruce Nugent ; edited and with an introduction by Thomas H. Wirth ; foreword by Henry Louis Gates, Jr.","Nugent, Bruce, 1906-1987",2
2019,Good things happen slowly : a life in and out of jazz / Fred Hersch.,"Hersch, Fred",2
2019,Hard drive : cyber fantasies come to life when men hook up on the Net / edited by Miguel Angel.,NA,2
2019,"Hold tight gently : Michael Callen, Essex Hemphill, and the battlefield of AIDS / Martin Duberman.","Duberman, Martin B.",2
2019,House built on ashes : a memoir / José Antonio Rodríguez.,"Rodríguez, José Antonio, 1974-",2
2019,How it feels to have a gay or lesbian parent : a book by kids for kids of all ages / Judith E. Snow.,"Snow, Judith E.",2
2019,In the shadow of the bridge : a memoir / Joseph Caldwell.,"Caldwell, Joseph, 1928-",2
2019,Into each room we enter without knowing : poems / by Charif Shanahan.,"Shanahan, Charif, 1983-",2
2019,It's a queer world : deviant adventures in pop culture / Mark Simpson.,"Simpson, Mark, 1965-",2
2019,Jeffrey / by Paul Rudnick.,"Rudnick, Paul",2
2019,LGBTQ+ athletes claim the field : striving for equality / Kirstin Cronn-Mills ; with an introduction by Alex Jackson Nelson.,"Cronn-Mills, Kirstin, 1968-",2
2019,LGBTQAI+ books for children and teens : providing a window for all / Christina Dorr and Liz Deskins ; foreword by Jamie Campbell Naidoo.,"Dorr, Christina H.",2
2019,"Lesbian nuns : breaking silence / edited by Rosemary Curb, Nancy Manahan.",NA,2
2019,Lesbian plays II / selected and introduced by Jill Davis.,NA,2
2019,Letters to a young gay Christian / Aaron Walsh.,"Walsh, Aaron",2
2019,"Live through this : surviving the intersections of sexuality, God, and race / Clay Cane.","Cane, Clay",2
2019,"Lives of lesbian elders : looking back, looking forward / D. Merilee Clunis ... [and others].",NA,2
2019,Living two lives : married to a man and in love with a woman / Joanne Fleisher.,"Fleisher, Joanne",2
2019,Looking for Leroy : illegible black masculinities / Mark Anthony Neal.,"Neal, Mark Anthony",2
2019,Love Alone / by Deborah Salem Smith.,"Smith, D. Salem (Deborah Salem)",2
2019,Love speaks its name : gay and lesbian love poems / selected and edited by J.D. McClatchy.,NA,2
2019,Love wins : the lovers and lawyers who fought the landmark case for marriage equality / Debbie Cenziper and Jim Obergefell.,"Cenziper, Debbie",2
2019,Love! Valour! Compassion! / by Terrence McNally.,"McNally, Terrence",2
2019,Maggie & me : coming out and coming of age in 1980s Scotland / Damian Barr.,"Barr, Damian",2
2019,"Mama's boy, preacher's son : a memoir / Kevin Jennings.","Jennings, Kevin, 1963-",2
2019,Margaret Mead and Ruth Benedict : the kinship of women / Hilary Lapsley.,"Lapsley, Hilary",2
2019,"Marvin Gaye, my brother / by Frankie Gaye with Fred E. Basten.","Gaye, Frankie, 1941-2001",2
2019,May Sarton : a biography / Margot Peters.,"Peters, Margot",2
