Year,Title,Creator,TotalCheckouts
2017,"Midlife lesbian relationships : friends, lovers, children, and parents / Marcy R. Adelman, editor.",NA,1
2017,"Midlife queer : autobiography of a decade, 1971-1981 / Martin Duberman.","Duberman, Martin B.",1
2017,"Mistaken identity : two families, one survivor, unwavering hope / Don Van Ryn ... [and others].",NA,1
2017,Modern families : stories of extraordinary journeys to kinship / Joshua Gamson ; foreword by Melissa Harris-Perry.,"Gamson, Joshua, 1962-",1
2017,My German question : growing up in Nazi Berlin / Peter Gay.,"Gay, Peter, 1923-2015",1
2017,"My country, my right to serve : experiences of gay men and women in the military, World War II to the present / Mary Ann Humphrey.","Humphrey, Mary Ann",1
2017,My diva : 65 gay men on the women who inspire them / edited by Michael Montlack.,NA,1
2017,Naked : the life and pornography of Michael Lucas / Corey Taylor.,"Taylor, Corey, author.",1
2017,No compromise : the story of Harvey Milk / David Aretha.,"Aretha, David",1
2017,"Opposite sex : gay men on lesbians, lesbians on gay men / edited by Sara Miles and Eric Rofes.",NA,1
2017,Our deep gossip : conversations with gay writers on poetry and desire / Christopher Hennessy.,"Hennessy, Christopher, 1973-",1
2017,"Our time : breaking the silence of ""Don't ask, don't tell"" / [edited by] Josh Seefried.",NA,1
2017,Out in the periphery : Latin America's gay rights revolution / Omar G. Encarnación.,"Encarnación, Omar Guillermo, 1962-",1
2017,Out law : what LGBT youth should know about their legal rights / Lisa Keen.,"Keen, Lisa",1
2017,"Outing yourself : how to come out as lesbian or gay to your family, friends, and coworkers / Michelangelo Signorile.","Signorile, Michelangelo, 1960-",1
2017,Outspoken : role models from the lesbian and gay community / Michael Thomas Ford.,"Ford, Michael Thomas",1
2017,Passions of the cut sleeve : the male homosexual tradition in China / Bret Hinsch.,"Hinsch, Bret",1
2017,Place for us : essay on the Broadway musical / D.A. Miller.,"Miller, D. A., 1948-",1
2017,Pride & joy : taking the streets of New York City / Jurek Wajdowicz ; [with an introduction by Kate Clinton].,"Wajdowicz, Jurek,",1
2017,Q & A : queer in Asian America / edited by David L. Eng and Alice Y. Hom.,NA,1
2017,Queer : la guía LGBT para adolescentes / Kathy Belge y Marke Bieschke.,"Belge, Kathy",1
2017,Queer baby names : a completely irreverent guide to naming your lesbian/gay tot / Matthew Rettenmund & Jaye Zimet.,"Rettenmund, Matthew",1
2017,"Queer ideas : the David R. Kessler lectures in lesbian and gay studies / from the Center for Lesbian and Gay Studies, CUNY.",NA,1
2017,Queer images : a history of gay and lesbian film in America / Harry M. Benshoff and Sean Griffin.,"Benshoff, Harry M.",1
2017,Queer noises : male and female homosexuality in twentieth century music / John Gill.,"Gill, John, 1956-",1
2017,Riding fury home : a memoir / Chana Wilson.,"Wilson, Chana, 1951-",1
2017,Robert Duncan : the Ambassador from Venus : a biography / Lisa Jarnot ; foreword by Michael Davidson.,"Jarnot, Lisa, 1967-",1
2017,Same-sex marriage : granting equal rights or damaging the status of marriage? / Tricia Andryszewski.,"Andryszewski, Tricia, 1956-",1
2017,Same-sex unions in premodern Europe / John Boswell.,"Boswell, John, 1947-1994",1
2017,Sappho's gymnasium / Olga Broumas & T. Begley.,"Broumas, Olga, 1949-",1
2017,Say goodnight : poems / by Timothy Liu.,"Liu, Timothy",1
2017,Secrets and lies : surviving the truths that change our lives / Jane Isay.,"Isay, Jane",1
2017,Sex talks to girls : a memoir / Maureen Seaton.,"Seaton, Maureen, 1947-",1
2017,Sex variant woman : the life of Jeannette Howard Foster / Joanne Passet.,"Passet, Joanne Ellen, 1954-",1
2017,"Sexual discretion : black masculinity and the politics of passing / Jeffrey Q. McCune, Jr.","McCune, Jeffrey Q., Jr.,",1
2017,"She ain't heavy, she's my mother : a memoir / Bryan Batt.","Batt, Bryan",1
2017,She looks just like you : a memoir of (nonbiological lesbian) motherhood / Amie Klempnauer Miller.,"Miller, Amie Klempnauer, 1965-",1
2017,Spartacus international hotel guide 2015 / Briand Bedford,"Bedford, Briand",1
2017,Speak now : marriage equality on trial : the story of Hollingsworth v. Perry / Kenji Yoshino.,"Yoshino, Kenji",1
2017,States of desire revisited : travels in gay America / Edmund White.,"White, Edmund, 1940-",1
2017,Stepping out : nine tours through New York City's gay and lesbian past / Daniel Hurewitz.,"Hurewitz, Daniel",1
2017,Straight talk about homosexuality : the other side of tolerance / Richard Cohen.,"Cohen, Richard A., 1952-",1
2017,Straight to Jesus : sexual and Christian conversions in the ex-gay movement / Tanya Erzen.,"Erzen, Tanya",1
2017,Straight walk : a supermodel's journey to finding her truth : a memoir / Patricia Velasquez.,"Velasquez, Patricia",1
2017,"Surpassing the love of men : romantic friendship and love between women, from the Renaissance to the present / Lillian Faderman.","Faderman, Lillian",1
2017,"Take me to Paris, Johnny / by John Foster ; introduced by Peter Craven ; afterword by John Rickard.","Foster, John, 1944-1994,,",1
2017,Take out : queer writing from Asian Pacific America / edited by Quang Bao and Hanya Yanagihara ; with Timothy Liu.,NA,1
2017,Taking Woodstock / Elliot Tiber ; with Tom Monte.,"Tiber, Elliot, 1935-2016",1
2017,Teens & gay issues / Hal Marcovitz.,"Marcovitz, Hal",1
2017,"Testo junkie : sex, drugs, and biopolitics in the pharmacopornographic era / Beatriz Preciado ; translated from the French by Bruce Benderson.","Preciado, Paul B.",1
2017,"The Columbia reader on lesbians and gay men in media, society, and politics / edited and with an introduction by Larry Gross and James D. Woods.",NA,1
2017,The Combahee River Collective statement : Black feminist organizing in the seventies and eighties / the Combahee River Collective ; foreword by Barbara Smith.,NA,1
2017,The Gay Times book of short stories : the next wave / edited by P-P Hartnett.,NA,1
2017,"The Gloria Anzaldúa reader / Gloria E. Anzaldúa ; AnaLouise Keating, editor.","Anzaldúa, Gloria",1
2017,The Judas kiss / David Hare.,"Hare, David, 1947-",1
2017,The Queen of Whale Cay [text (large print)] / Kate Summerscale.,"Summerscale, Kate, 1965-",1
2017,"The Up Stairs Lounge arson : thirty-two deaths in a New Orleans gay bar, June 24, 1973 / Clayton Delery-Edwards.","Delery-Edwards, Clayton, 1957-",1
2017,The apparitional lesbian : female homosexuality and modern culture / Terry Castle.,"Castle, Terry",1
2017,"The band plays : The boys in the band, The men from the boys / [Mart Crowley].","Crowley, Mart, 1935-",1
2017,The best little boy in the world / Andrew Tobias writing as John Reid.,"Reid, John, 1947-",1
2017,The bill from my father : a memoir / Bernard Cooper.,"Cooper, Bernard, 1951-",1
2017,The boys in the band / by Mart Crowley.,"Crowley, Mart, 1935-",1
2017,"The case for same-sex marriage : from sexual liberty to civilized commitment / William N. Eskridge, Jr.","Eskridge, William N.",1
2017,The choosing : a rabbi's journey from silent nights to high holy days / Andrea Myers.,"Myers, Andrea, 1971-",1
2017,The complete Wendel / by Howard Cruse ; [with an introduction by Alison Bechdel.],"Cruse, Howard",1
2017,"The constitutional underclass : gays, lesbians, and the failure of class-based equal protection / Evan Gerstmann.","Gerstmann, Evan",1
2017,"The days of good looks : the prose and poetry of Cheryl Clarke, 1980 to 2005.","Clarke, Cheryl, 1947-",1
2017,The end of being known : a memoir / Michael Klein.,"Klein, Michael, 1954 August 17-",1
2017,The essential gay mystics / edited and with an introduction by Andrew Harvey.,NA,1
2017,The evening crowd at Kirmser's : a gay life in the 1940s / Ricardo J. Brown ; edited by William Reichard ; foreword by Allan H. Spear.,"Brown, Ricardo J.",1
2017,The first time I met Frank O'Hara : reading gay American writers / by Rick Whitaker ; photographs by Iannis Delatolas.,"Whitaker, Rick, 1968-",1
2017,The flounder time / written and illustrated by Katy Weselcouch.,"Weselcouch, Katy.",1
2017,The fruit machine : twenty years of writings on queer cinema / Thomas Waugh ; foreword by John Greyson.,"Waugh, Thomas, 1948-",1
2017,"The gay and lesbian guide to college life : a comprehensive resource for lesbian, gay, bisexual, and transgender students and their allies / John Baez, Jeffiner Howd, Rachel Pepper and the staff of the Princeton Review.","Baez, John",1
2017,"The gay couple's guide to wedding planning : everything gay men need to know to create a fun, romantic, and memorable ceremony / by David Toussaint ; photographs by Melanie Wesslock and Katje Hempel.","Toussaint, David",1
2017,The gentleman from Maryland : the conscience of a gay conservative / by Robert E. Bauman.,"Bauman, Robert, 1937-",1
2017,The ladies of Llangollen: a study in romantic friendship.,"Mavor, Elizabeth, 1927-2013",1
2017,The lesbian family life cycle / Suzanne Slater.,"Slater, Suzanne, 1955-",1
2017,The man from Clear Lake : Earth Day founder Senator Gaylord Nelson / Bill Christofferson.,"Christofferson, Bill",1
2017,"The meaning of Matthew : my son's murder in Laramie, and a world transformed / Judy Shepard with Jon Barrett.","Shepard, Judy",1
2017,The most fabulous story ever told / by Paul Rudnick.,"Rudnick, Paul",1
2017,The nearness of others : searching for tact and contact in the age of HIV / David Caron.,"Caron, David (David Henri),",1
2017,The pride / by Alexi Kaye Campbell.,"Campbell, Alexi Kaye,",1
2017,The right to be parents : LGBT families and the transformation of parenthood / Carlos A. Ball.,"Ball M., Carlos A.",1
2017,"The sexuality of history : modernity and the sapphic, 1565-1830 / Susan S. Lanser.","Lanser, Susan Sniader, 1944-",1
2017,"The stranger next door : the story of a small community's battle over sex, faith, and civil rights / Arlene Stein.","Stein, Arlene",1
2017,"The tolerance trap : how God, genes, and good intentions are sabotaging gay equality / Suzanna Danuta Walters.","Walters, Suzanna Danuta",1
2017,The tragedy of today's gays / Larry Kramer.,"Kramer, Larry",1
2017,The ultimate guide for gay dads : everything you need to know about LGBTQ parenting but are (mostly) afraid to ask / Eric Rosswood.,"Rosswood, Eric",1
2017,"The way out : the gay man's guide to freedom no matter if you're in denial, in the closet, one foot out, just out or been around the block / Christopher Lee Nutter.","Nutter, Christopher Lee",1
2017,The wild good : lesbian photographs and writings on love / edited by Beatrix Gates.,NA,1
2017,Things no longer there : a memoir of losing sight and finding vision / Susan Krieger.,"Krieger, Susan",1
2017,Two or three things I know for sure / Dorothy Allison.,"Allison, Dorothy",1
2017,Two teenagers in twenty : writings by gay and lesbian youth / edited by Ann Heron.,NA,1
2017,"Under the rainbow : an intimate memoir of Judy Garland, Rock Hudson and my life in old Hollywood / John Carlyle ; foreword by Robert Osborne ; edited and introduced by Chris Freeman.","Carlyle, John",1
2017,Unlimited intimacy : reflections on the subculture of barebacking / Tim Dean.,"Dean, Tim, 1964-",1
2017,Unspeakably erotic : lesbian kink / edited by D. L. King.,NA,1
2017,"Untied : a memoir of family, fame, and floundering / Meredith Baxter.","Baxter, Meredith, 1947-",1
2017,Until my heart stops : intimate writings / Jameson Currier.,"Currier, Jameson",1
2017,Untold decades : seven comedies of gay romance / Robert Patrick.,"Patrick, Robert, 1937-",1
2017,UpClosePersonal : Gay City volume 6 / edited by Susan Rees ; series edited by Vincent Kovar.,NA,1
2017,"Virgil / [story, Steve Orlando ; art, J.D. Faith ; colors Chris Beckett ; letter & design, Thomas Mauer].","Orlando, Steve,",1
2017,Visions and revisions : coming of age in the age of AIDS / Dale Peck.,"Peck, Dale",1
2017,We walk alone / Ann Aldrich ; introduction by Marijane Meaker ; afterword by Stephanie Foote.,"Aldrich, Ann, 1927 May 27-",1
2017,"Weathering change : gays and lesbians, Christian conservatives, and everyday hostilities / Thomas J. Linneman.","Linneman, Thomas John",1
2017,Weeding at dawn : a lesbian country life / Hawk Madrone.,"Madrone, Hawk",1
2017,Whatever... love is love : questioning the labels we give ourselves / Maria Bello.,"Bello, Maria, 1967-",1
2017,When gay people get married : what happens when societies legalize same-sex marriage / M.V. Lee Badgett.,"Badgett, M. V. Lee (Mary Virginia Lee)",1
2017,Why I stayed : the choices I made in my darkest hour / Gayle Haggard with Angela Hunt.,"Haggard, Gayle",1
2017,"Why a gay person can't be made un-gay : the truth about reparative therapies / Martin Kantor, MD.","Kantor, Martin",1
2017,Widescreen dreams : growing up gay at the movies / Patrick E. Horrigan.,"Horrigan, Patrick E.",1
2017,"Wild girls : Paris, Sappho, and art : the lives and loves of Natalie Barney and Romaine Brooks / Diana Souhami.","Souhami, Diana",1
2017,"Wild heart, a life : Natalie Clifford Barney's journey from Victorian America to Belle Époque Paris / Suzanne Rodriguez.","Rodriguez, Suzanne, 1946-",1
2017,"With the Nez Perces : Alice Fletcher in the field, 1889-92 / by E. Jane Gay ; edited, with an introd. by Frederick E. Hoxie and Joan T. Mark.","Gay, E. Jane, 1830-1919",1
2017,Write that down! : the comedy of male actress Charles Pierce / by Kirk Frederick ; foreword by Armistead Maupin.,"Frederick, Kirk,",1
2017,Yo / Ricky Martin.,"Martin, Ricky",1
2017,"¡Mi familia es de otro mundo! : una nueva mirada sobre los modeles familiares / Cecilia Blanco ; ilustraciones, Daniel Löwy.","Blanco, Cecilia, 1963-",1
2018,Hunger : a memoir of (my) body / Roxane Gay.,"Gay, Roxane",495
2018,The rules do not apply : a memoir / Ariel Levy.,"Levy, Ariel",237
2018,Bad feminist : essays / Roxane Gay.,"Gay, Roxane",212
2018,While the city slept : a love lost to violence and a young man's descent into madness / Eli Sanders.,"Sanders, Eli",109
2018,Pride : the story of Harvey Milk and the Rainbow Flag / written by Rob Sanders ; illustrated by Steven Salerno.,"Sanders, Rob, 1958-",90
2018,Don't call us dead : poems / Danez Smith.,"Smith, Danez",75
2018,The essential Dykes to watch out for / Alison Bechdel.,"Bechdel, Alison, 1960-",71
2018,"The seasons of my mother : a memoir of love, family, and flowers / Marcia Gay Harden.","Harden, Marcia Gay",65
2018,Boy erased : a memoir / Garrard Conley.,"Conley, Garrard",56
2018,"I can't date Jesus : love, sex, family, race, and other reasons I've put my faith in Beyoncé / Michael Arceneaux.","Arceneaux, Michael",54
2018,Why be happy when you could be normal? / Jeanette Winterson.,"Winterson, Jeanette, 1959-",54
2018,Vulgar favors : the assassination of Gianni Versace / Maureen Orth.,"Orth, Maureen",52
2018,No ashes in the fire : coming of age black & free in America / Darnell L. Moore.,"Moore, Darnell L., 1976-",51
2018,Sister outsider : essays and speeches / by Audre Lorde ; [new foreword by Cheryl Clarke].,"Lorde, Audre",50
2018,A burst of light : and other essays / Audre Lorde ; foreword by Sonia Sanchez.,"Lorde, Audre",48
2018,"Queer, there, and everywhere : 23 people who changed the world / by Sarah Prager ; illustrations by Zoë More O'Ferrall.","Prager, Sarah, 1986-",48
2018,Take me with you / Andrea Gibson.,"Gibson, Andrea (Poet)",43
2018,Against memoir : complaints confessions & criticism / Michelle Tea.,"Tea, Michelle",42
2018,"Insomniac City : New York, Oliver, and me / Bill Hayes.","Hayes, Bill, 1961-",39
2018,The ABC's of LGBT+ / Ashley Mardell.,"Mardell, Ashley",35
2018,Would you rather? : a memoir of growing up and coming out / Katie Heaney.,"Heaney, Katie",34
2018,Small favors : the definitive girly porno collection / by Colleen Coover ; with Paul Tobin ; collection designed by Hilary Thompson ; collection edited by Ari Yarwood.,"Coover, Colleen",32
2018,Angels in America : a gay fantasia on national themes / Tony Kushner.,"Kushner, Tony",31
2018,Indecent : a play / by Paula Vogel.,"Vogel, Paula",31
2018,Mean / Myriam Gurba.,"Gurba, Myriam",31
2018,Perfectly clear : escaping Scientology and fighting for the woman I love / Michelle LeClair and Robin Gaby Fisher.,"LeClair, Michelle",31
2018,When I grow up I want to be a list of further possibilities / Chen Chen ; foreword by Jericho Brown.,"Chen, Chen, 1989-",31
2018,Nepantla : an anthology for queer poets of color / edited by Christopher Soto.,NA,30
2018,The world only spins forward : the ascent of Angels in America / Isaac Butler and Dan Kois.,"Butler, Isaac",30
2018,"When you look out the window : how Phyllis Lyon and Del Martin built a community / by Gayle E. Pitman, PhD ; illustrated by Christopher Lyles.","Pitman, Gayle E.",30
2018,"Spoiler alert : the hero dies : a memoir of love, loss, and other four-letter words / Michael Ausiello.","Ausiello, Michael",29
2018,"Unapologetic : a Black, queer, and feminist mandate for radical movements / Charlene A. Carruthers.","Carruthers, Charlene A., 1985-",29
2018,White girls / Hilton Als.,"Als, Hilton",28
2018,"¡Mi familia es de otro mundo! : una nueva mirada sobre los modeles familiares / Cecilia Blanco ; ilustraciones, Daniel Löwy.","Blanco, Cecilia, 1963-",27
2018,Bettyville : a memoir / George Hodgman.,"Hodgman, George",26
2018,Harvey Milk : his lives and death / Lillian Faderman.,"Faderman, Lillian",26
2018,David Bowie made me gay : 100 years of LGBT music / Darryl W. Bullock.,"Bullock, Darryl W.",24
2018,The new Negro : the life of Alain Locke / Jeffrey C. Stewart.,"Stewart, Jeffrey C., 1950-",24
2018,The velvet rage : overcoming the pain of growing up gay in a straight man's world / Alan Downs.,"Downs, Alan",24
2018,Tinderbox : the untold story of the Up Stairs Lounge fire and the rise of gay liberation / Robert W. Fieseler.,"Fieseler, Robert W.",24
2018,"Gay & lesbian history for kids : the century-long struggle for LGBT rights, with 21 activities / Jerome Pohlen.","Pohlen, Jerome",23
2018,"Hiding out : a memoir of drugs, deception, and double lives / Tina Alexis Allen.","Allen, Tina Alexis",23
2018,Queer city : gay London from the Romans to the present day / Peter Ackroyd.,"Ackroyd, Peter, 1949-",23
2018,The art of misdiagnosis : a memoir / Gayle Brandeis.,"Brandeis, Gayle",22
2018,50 queers who changed the world : a celebration of LGBTQ+ icons / Dan Jones ; illustrated by Michele Rosenthal.,"Jones, Dan",21
2018,Close to the knives : a memoir of disintegration / David Wojnarowicz.,"Wojnarowicz, David",20
2018,The art of gay cooking : a culinary memoir / Daniel Isengart ; foreword by Jeremiah Tower ; illustrations by Filip Noterdaeme.,"Isengart, Daniel J.",20
2018,"Diving into the wreck : poems, 1971-1972 / Adrienne Rich.","Rich, Adrienne, 1929-2012",19
2018,Mean little deaf queer : a memoir / Terry Galloway.,"Galloway, Terry",19
2018,Stonewall : breaking out in the fight for gay rights / Ann Bausum.,"Bausum, Ann",19
2018,Branded by the pink triangle / Ken Setterington.,"Setterington, Ken",18
2018,"Gay Seattle : stories of exile and belonging / Gary L. Atkins, with a new introduction by the author.","Atkins, Gary, 1949-",18
2018,The remedy : queer and trans voices on health and health care / edited by Zena Sharman.,NA,18
2018,"Ask a queer chick : a guide to sex, love, and life for girls who dig girls / Lindsay King-Miller.","King-Miller, Lindsay",17
2018,Pride : celebrating diversity & community / Robin Stevenson.,"Stevenson, Robin, 1968-",17
2018,This book is gay / James Dawson ; illustrations by Spike Gerrell ; introduction by David Levithan.,"Dawson, Juno (Young adult fiction writer)",17
2018,Gay Berlin : birthplace of a modern identity / Robert Beachy.,"Beachy, Robert",16
2018,"Gender outlaw : on men, women, and the rest of us / Kate Bornstein.","Bornstein, Kate, 1948-",16
2018,Has the gay movement failed? / Martin Duberman.,"Duberman, Martin B.",16
2018,Love is love : a comic book anthology to benefit the survivors of the Orlando Pulse shooting / IDW Publishing ; editorial and related services provided by DC Entertainment.,NA,16
2018,The bayou strangler : Louisiana's most gruesome serial killer / Fred Rosen.,"Rosen, Fred",16
2018,"The rest of it : hustlers, cocaine, depression, and then some, 1976-1988 / Martin Duberman.","Duberman, Martin B.",16
2018,Unspeakably erotic : lesbian kink / edited by D. L. King.,NA,16
2018,"Black girl dangerous : on race, queerness, class and gender / Mia McKenzie","McKenzie, Mia",15
2018,Sewing the rainbow : the story of Gilbert Baker and the rainbow flag / by Gayle E. Pitman ; illustrated by Holly Clifton-Brown.,"Pitman, Gayle E.",15
2018,The PrEP diaries : a safe(r) sex memoir / Evan J. Peterson.,"Peterson, Evan J.",15
2018,The queer art of failure / Judith Halberstam.,"Halberstam, Judith, 1961-",15
2018,A queer history of the United States / Michael Bronski.,"Bronski, Michael",14
2018,"Building a bridge : how the Catholic Church and the LGBT community can enter into a relationship of respect, compassion, and sensitivity / James Martin, SJ.","Martin, James, 1960-",14
2018,Excluded : making feminist and queer movements more inclusive / Julia Serano.,"Serano, Julia",13
2018,Full-metal Indigiqueer : poems / Joshua Whitehead.,"Whitehead, Joshua (Writer),",13
2018,"I am your sister : collected and unpublished writings of Audre Lorde / edited by Rudolph P. Byrd, Johnnetta Betsch Cole, Beverly Guy-Sheftall.","Lorde, Audre",13
2018,IRL / Tommy Pico.,"Pico, Tommy",13
2018,Queer : the ultimate LGBT guide for teens / Kathy Belge and Marke Bieschke.,"Belge, Kathy",13
2018,"Queer threads : crafting identity and community / John Chaich, Todd Oldham.","Chaich, John,",13
2018,"Sister love : the letters of Audre Lorde and Pat Parker, 1974-1989 / introduction by Mecca Jamilah Sullivan ; edited by Julie R. Enszer.",NA,13
2018,The naked civil servant / Quentin Crisp ; a preface by Michael Holroyd.,"Crisp, Quentin",13
2018,This is my family : a first look at same-sex parents / Pat Thomas ; illustrated by Lesley Harker.,"Thomas, Pat, 1959-",13
2018,"Understanding and teaching U.S. lesbian, gay, bisexual, and transgender history / edited by Leila J. Rupp, Susan K. Freeman.",NA,13
2018,"American Savage : insights, slights, and fights on faith, sex, love, and politics / Dan Savage.","Savage, Dan",12
2018,"Massive : gay erotic manga and the men who make it / [edited by] Anne Ishii, Chip Kidd, Graham Kolbeins.",NA,12
2018,"Rethinking sexism, gender, and sexuality / edited by Annika Butler-Wall, Kim Cosier, Rachel L.S. Harper, Jeff Sapp, Jody Sokolower, Melissa Bollow Tempel.",NA,12
2018,The new old me : my late-life reinvention / by Meredith Maran.,"Maran, Meredith",12
2018,100 crushes / Elisha Lim.,"Lim, Elisha, 1978-",11
2018,Excuse me while I slip into someone more comfortable : a memoir / Eric Poole.,"Poole, Eric, 1960-",11
2018,Female masculinity / Judith Halberstam.,"Halberstam, Judith, 1961-",11
2018,God and the gay Christian : the biblical case in support of same-sex relationships / Matthew Vines.,"Vines, Matthew",11
2018,His seed : an arboretum of erotica / edited by Steve Berman.,NA,11
2018,Inside/out / Joseph Osmundson.,"Osmundson, Joseph",11
2018,Somnambulance / Fiona Smyth.,"Smyth, Fiona",11
2018,The letter Q : queer writers' notes to their younger selves / edited by Sarah Moon ; with contributing editor James Lecesne.,NA,11
2018,When we rise : my life in the movement / Cleve Jones.,"Jones, Cleve",11
2018,City boy : my life in New York during the 1960s and '70s / Edmund White.,"White, Edmund, 1940-",10
2018,Girlish : growing up in a lesbian home / Lara Lillibridge.,"Lillibridge, Lara,",10
2018,Global gay : how gay culture is changing the world / Frédéric Martel ; foreword by Michael Bronski ; translated by Patsy Baudoin.,"Martel, Frédéric, 1967-",10
2018,Riding fury home : a memoir / Chana Wilson.,"Wilson, Chana, 1951-",10
2018,"The Stonewall Riots : the fight for LGBT rights / by Tristan Poehlmann ; content consultant, Chris Freeman.","Poehlmann, Tristan",10
2018,The boys in the band / by Mart Crowley.,"Crowley, Mart, 1935-",10
2018,Touching my father's soul : a Sherpa's journey to the top of Everest / Jamling Tenzing Norgay with Broughton Coburn.,"Norgay, Jamling Tenzing",10
2018,"Two-spirit people : Native American gender identity, sexuality, and spirituality / edited by Sue-Ellen Jacobs, Wesley Thomas, and Sabine Lang.",NA,10
2018,"Critically sovereign : indigenous gender, sexuality, and feminist studies / Joanne Barker, editor.",NA,9
2018,Cruising utopia : the then and there of queer futurity / José Esteban Muñoz.,"Muñoz, José Esteban",9
2018,Good things happen slowly : a life in and out of jazz / Fred Hersch.,"Hersch, Fred",9
2018,"Kiss me again, Paris : a memoir / Renate Stendhal.","Stendhal, Renate",9
2018,"Lust, men and meth : a gay man's guide to sex and recovery / David Fawcett ; [foreword by Mark S. King].","Fawcett, David, 1954-",9
2018,Party of one : a memoir in 21 songs / Dave Holmes.,"Holmes, Dave, 1971-",9
2018,Sovereign erotics : a collection of two-spirit literature / edited by Qwo-Li Driskill ... [and others].,NA,9
2018,"The Laramie project / by Moisés Kaufman and the members of Tectonic Theater Project ; [head writer, Leigh Fondakowski ; associate writers, Stephen Belber, Greg Pierotti, Stephen Wangh ; dramaturgs, Amanda Gronich ... and others].","Kaufman, Moisés",9
2018,The ethics of opting out : queer theory's defiant subjects / Mari Ruti.,"Ruti, Mari",9
2018,The whole lesbian sex book : a passionate guide for all of us / Felice Newman.,"Newman, Felice",9
2018,Bad girls / M. William Phelps.,"Phelps, M. William",8
2018,"Boy erased : a memoir of identity, faith, and family / Garrard Conley.","Conley, Garrard",8
2018,"Glitter & grit : queer performance from the Heels on Wheels femme galaxy / edited by Damien Luxe, Heather María Ács, Sabina Ibarrola.",NA,8
2018,"Harley Loco : hard living, hair, and post-punk, from the Middle East to the Lower East Side / Rayya Elias.","Elias, Rayya",8
2018,Into each room we enter without knowing : poems / by Charif Shanahan.,"Shanahan, Charif, 1983-",8
2018,"LGBT San Francisco : the Daniel Nicoletta photographs / [photographs, Daniel Nicoletta ; foreword, Gus Van Sant ; introduction, Chuck Mobley ; editor, Tony Nourmand ; art direction, Joakim Olsson.]","Nicoletta, Daniel, 1954-",8
2018,"LGBTQ stats : lesbian, gay, bisexual, transgender, and queer people by the numbers / David Deschamps and Bennett Singer.","Deschamps, David",8
2018,Lost prophet : the life and times of Bayard Rustin / John D'Emilio.,"D'Emilio, John",8
2018,Odd girls and twilight lovers : a history of lesbian life in twentieth-century America / Lillian Faderman.,"Faderman, Lillian",8
2018,"Queer indigenous studies : critical interventions in theory, politics, and literature / edited by Qwo-Li Driskill [and others].",NA,8
2018,Red carpets and other banana skins / Rupert Everett.,"Everett, Rupert",8
2018,"Saving Alex : when I was fifteen I told my Mormon parents I was gay, and that's when my nightmare began / Alex Cooper with Joanna Brooks.","Cooper, Alex, 1994-",8
2018,Spartacus : international gay guide 2017.,NA,8
2018,Take me out / by Richard Greenberg.,"Greenberg, Richard, 1958-",8
2018,Teaching queer : radical possibilities for writing and knowing / Stacey Waite.,"Waite, Stacey,",8
2018,"Testo junkie : sex, drugs, and biopolitics in the pharmacopornographic era / Beatriz Preciado ; translated from the French by Bruce Benderson.","Preciado, Paul B.",8
2018,"The boys of fairy town : sodomites, female impersonators, third-sexers, pansies, queers, and sex morons in Chicago's first century / Jim Elledge.","Elledge, Jim, 1950-",8
2018,"The commitment : love, sex, marriage, and my family / Dan Savage.","Savage, Dan",8
2018,The joy of gay sex / Charles Silverstein and Felice Picano ; illustrations by Joseph Phillips.,"Silverstein, Charles",8
2018,The shadow box : a drama in two acts / by Michael Cristofer.,"Cristofer, Michael",8
2018,Torn : rescuing the Gospel from the gays-vs.-Christians debate / Justin Lee.,"Lee, Justin, 1977-",8
2018,"Transgender, intersex and Biblical Interpretation / by Teresa J. Hornsby and Deryn Guest.","Hornsby, Teresa J., 1959-",8
2018,"Undivided : coming out, becoming whole, and living free from shame / Vicky Beeching.","Beeching, Vicky, 1979-",8
2018,Fun home / music by Jeanine Tesori ; book and lyrics by Lisa Kron.,"Kron, Lisa",7
2018,"Gay New York : gender, urban culture, and the makings of the gay male world, 1890-1940 / George Chauncey.","Chauncey, George",7
2018,Gaysia : adventures in the queer east / Benjamin Law ; foreword by Aaron Allbright.,"Law, Benjamin, 1982-",7
2018,Inseparable : desire between women in literature / Emma Donoghue.,"Donoghue, Emma, 1969-",7
2018,"Intense. 1, Night on the Red Road / story and art by Kyungha Yi ; translator, Jeong Lee.","Yi, Kyungha",7
2018,"It gets better : coming out, overcoming bullying, and creating a life worth living / edited by Dan Savage and Terry Miller.",NA,7
2018,LGBTQ+ athletes claim the field : striving for equality / Kirstin Cronn-Mills ; with an introduction by Alex Jackson Nelson.,"Cronn-Mills, Kirstin, 1968-",7
2018,Outside the lines : how embracing queerness will transform your faith / Mihee Kim-Kort ; foreword by Rachel Held Evans.,"Kim-Kort, Mihee",7
2018,"Queer (in)justice : the criminalization of LGBT people in the United States / Joey L. Mogul, Andrea J. Ritchie, and Kay Whitlock.","Mogul, Joey L., 1969-",7
2018,Queering anarchism : addressing and undressing power and desire / edited by C.B. Daring ... [and others].,NA,7
2018,Respecting the contributions of LGBT Americans / Anna Kingston.,"Kingston, Anna",7
2018,Safe is not enough : better schools for LGBTQ students / Michael Sadowski.,"Sadowski, Michael",7
2018,The children of Harvey Milk : how LGBTQ politicians changed the world / Andrew Reynolds.,"Reynolds, Andrew, 1967-",7
